CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Kartini Haryanto,37,belum menikah,137800,perempuan,4,2,S1,sales,memiliki rumah sendiri,2
Lina Fauzan,30,belum menikah,84349,laki-laki,0,1,S2,professional,tidak memiliki rumah sendiri,2
Usman Haryanto,51,sudah menikah,31132,perempuan,2,4,S3,skilled manual work,tidak memiliki rumah sendiri,2
Kartini Susanto,23,belum menikah,124591,laki-laki,2,3,S2,skilled manual work,tidak memiliki rumah sendiri,3
Hadi Anggraini,32,sudah menikah,45620,perempuan,4,1,S2,sales,memiliki rumah sendiri,0
Putri Saputra,69,sudah menikah,47585,laki-laki,5,1,S3,sales,tidak memiliki rumah sendiri,2
Vina Hidayat,38,sudah menikah,34208,laki-laki,1,0,S1,clerical work,memiliki rumah sendiri,1
Indra Saputra,37,sudah menikah,125862,laki-laki,4,1,S2,clerical work,memiliki rumah sendiri,2
Eko Putra,66,belum menikah,34125,laki-laki,4,3,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Agus Putra,27,sudah menikah,112428,perempuan,0,5,Post-graduate,sales,memiliki rumah sendiri,0
Gita Putra,68,belum menikah,125585,laki-laki,2,1,S1,professional,tidak memiliki rumah sendiri,1
Taufik Putra,49,belum menikah,68081,laki-laki,1,0,S2,clerical work,memiliki rumah sendiri,3
Zainab Pratama,21,belum menikah,35748,perempuan,0,0,S3,professional,tidak memiliki rumah sendiri,0
Gita Hakim,59,sudah menikah,69918,perempuan,1,1,S1,skilled manual work,memiliki rumah sendiri,3
Maya Santoso,26,sudah menikah,136351,laki-laki,5,1,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Zainab Utomo,56,sudah menikah,90440,perempuan,2,0,Post-graduate,skilled manual work,memiliki rumah sendiri,3
Putri Muliawan,37,sudah menikah,27637,perempuan,1,1,S1,clerical work,tidak memiliki rumah sendiri,0
Cahyadi Purnomo,55,sudah menikah,74798,laki-laki,2,0,S1,management,tidak memiliki rumah sendiri,1
Usman Fauzan,43,sudah menikah,103845,perempuan,4,2,SMA,sales,memiliki rumah sendiri,2
Eko Hidayat,39,sudah menikah,67413,laki-laki,4,0,S1,management,tidak memiliki rumah sendiri,1
Agus Anggraini,56,sudah menikah,112210,perempuan,4,4,S2,management,memiliki rumah sendiri,0
Kartini Purnomo,23,sudah menikah,20626,laki-laki,5,1,SMA,sales,memiliki rumah sendiri,1
Eko Santoso,67,sudah menikah,29504,laki-laki,2,1,S1,management,tidak memiliki rumah sendiri,3
Putri Rachman,22,belum menikah,83377,perempuan,1,2,S1,management,memiliki rumah sendiri,2
Eko Purnomo,55,sudah menikah,138544,laki-laki,0,0,SMA,sales,tidak memiliki rumah sendiri,3
Hadi Pratama,36,sudah menikah,57580,laki-laki,4,0,SMA,unskilled manual work,memiliki rumah sendiri,3
Budi Wibowo,68,belum menikah,29127,perempuan,5,4,SMA,sales,memiliki rumah sendiri,2
Hadi Fauzan,36,belum menikah,80398,laki-laki,2,0,S3,professional,tidak memiliki rumah sendiri,1
Dewi Anggraini,19,sudah menikah,62790,laki-laki,0,2,SMA,clerical work,memiliki rumah sendiri,3
Joko Pratama,31,belum menikah,102410,perempuan,2,0,S1,management,tidak memiliki rumah sendiri,0
Hadi Fauzan,39,sudah menikah,118777,perempuan,4,1,S2,clerical work,tidak memiliki rumah sendiri,3
Yusuf Saputra,30,sudah menikah,24914,laki-laki,5,5,S3,professional,memiliki rumah sendiri,3
Cahyadi Wibowo,48,sudah menikah,62757,perempuan,2,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,1
Wati Utomo,65,sudah menikah,50985,laki-laki,5,0,SMA,clerical work,memiliki rumah sendiri,0
Yusuf Haryanto,58,sudah menikah,59579,laki-laki,0,2,SMA,skilled manual work,tidak memiliki rumah sendiri,2
Putri Anggraini,46,belum menikah,129127,perempuan,5,1,S2,clerical work,tidak memiliki rumah sendiri,0
Indra Utomo,62,belum menikah,97657,laki-laki,4,1,Post-graduate,skilled manual work,memiliki rumah sendiri,2
Lina Setiawan,54,sudah menikah,20323,perempuan,5,0,S1,professional,tidak memiliki rumah sendiri,1
Nina Fauzan,33,belum menikah,110912,laki-laki,5,2,S2,skilled manual work,memiliki rumah sendiri,1
Gita Fauzan,65,belum menikah,137806,perempuan,1,0,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Eko Purnomo,47,belum menikah,129094,perempuan,0,0,Post-graduate,sales,tidak memiliki rumah sendiri,1
Gita Utomo,30,sudah menikah,20936,perempuan,1,1,S3,skilled manual work,memiliki rumah sendiri,1
Taufik Santoso,60,belum menikah,27182,perempuan,4,1,S3,sales,memiliki rumah sendiri,2
Joko Utomo,64,sudah menikah,130826,laki-laki,2,0,S2,sales,memiliki rumah sendiri,2
Eko Saputra,28,sudah menikah,20341,laki-laki,5,1,S2,skilled manual work,tidak memiliki rumah sendiri,3
Kartini Haryanto,25,belum menikah,71536,laki-laki,5,2,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Nina Muliawan,23,sudah menikah,92717,perempuan,2,0,Post-graduate,sales,memiliki rumah sendiri,0
Rizki Putra,43,belum menikah,82315,perempuan,5,1,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,1
Budi Santoso,29,sudah menikah,87492,perempuan,4,0,S3,skilled manual work,memiliki rumah sendiri,2
Cahyadi Utomo,52,belum menikah,147346,perempuan,4,0,S3,management,tidak memiliki rumah sendiri,3
Fitri Wahyuni,27,sudah menikah,104700,perempuan,0,0,S3,skilled manual work,memiliki rumah sendiri,3
Wati Anggraini,21,sudah menikah,117730,laki-laki,4,1,S1,professional,memiliki rumah sendiri,2
Dewi Putra,65,belum menikah,80673,laki-laki,1,0,Post-graduate,skilled manual work,memiliki rumah sendiri,1
Budi Susanto,38,belum menikah,144231,perempuan,1,0,S3,clerical work,memiliki rumah sendiri,3
Yusuf Haryanto,69,belum menikah,44638,perempuan,4,0,S2,professional,tidak memiliki rumah sendiri,1
Siti Utomo,55,belum menikah,51415,laki-laki,4,3,SMA,clerical work,memiliki rumah sendiri,1
Wati Wahyuni,22,belum menikah,26935,perempuan,4,0,S2,professional,memiliki rumah sendiri,3
Putri Rachman,66,sudah menikah,111164,perempuan,1,0,S3,management,memiliki rumah sendiri,2
Dewi Santoso,33,belum menikah,70249,perempuan,1,1,Post-graduate,sales,tidak memiliki rumah sendiri,1
Putri Hakim,46,belum menikah,113371,laki-laki,2,2,S3,skilled manual work,tidak memiliki rumah sendiri,2
Gita Hakim,22,belum menikah,117120,perempuan,2,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Hadi Muliawan,29,belum menikah,63374,laki-laki,5,0,SMA,unskilled manual work,memiliki rumah sendiri,0
Siti Anggraini,33,sudah menikah,106131,laki-laki,2,2,SMA,management,memiliki rumah sendiri,2
Eko Wijaya,36,sudah menikah,50828,laki-laki,1,0,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Maya Utomo,42,sudah menikah,33983,laki-laki,5,0,S1,clerical work,tidak memiliki rumah sendiri,3
Indra Rachman,38,sudah menikah,112730,laki-laki,0,3,Post-graduate,unskilled manual work,memiliki rumah sendiri,1
Eko Utomo,63,sudah menikah,82759,perempuan,4,0,S3,sales,tidak memiliki rumah sendiri,1
Usman Setiawan,26,sudah menikah,28161,laki-laki,1,0,S3,skilled manual work,tidak memiliki rumah sendiri,0
Wati Hakim,41,belum menikah,96275,perempuan,1,2,S3,sales,memiliki rumah sendiri,3
Agus Susanto,58,belum menikah,103705,perempuan,5,0,S2,professional,memiliki rumah sendiri,2
Putri Sari,63,belum menikah,30014,perempuan,1,1,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Gita Hidayat,37,belum menikah,22100,laki-laki,2,0,SMA,skilled manual work,memiliki rumah sendiri,2
Budi Rachman,69,belum menikah,29245,laki-laki,3,0,S1,clerical work,memiliki rumah sendiri,2
Maya Haryanto,55,belum menikah,131533,laki-laki,5,3,S2,clerical work,tidak memiliki rumah sendiri,0
Joko Mahendra,38,belum menikah,128458,perempuan,2,2,S1,unskilled manual work,memiliki rumah sendiri,2
Vina Rachman,28,sudah menikah,75593,perempuan,2,2,S1,sales,memiliki rumah sendiri,3
Rizki Purnomo,59,belum menikah,51772,perempuan,5,2,S1,professional,tidak memiliki rumah sendiri,2
Fitri Wijaya,28,belum menikah,64133,laki-laki,3,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Cahyadi Susanto,26,sudah menikah,76985,laki-laki,4,1,S3,management,tidak memiliki rumah sendiri,3
Kartini Putra,42,sudah menikah,114426,perempuan,5,0,Post-graduate,professional,memiliki rumah sendiri,0
Dewi Fauzan,26,sudah menikah,54650,perempuan,0,1,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Cahyadi Anggraini,19,belum menikah,47851,perempuan,3,1,Post-graduate,clerical work,memiliki rumah sendiri,2
Siti Rachman,47,belum menikah,100846,laki-laki,0,0,S2,professional,memiliki rumah sendiri,0
Vina Pratama,67,belum menikah,124980,perempuan,3,2,Post-graduate,sales,memiliki rumah sendiri,1
Zainab Wahyuni,44,sudah menikah,20323,laki-laki,4,0,SMA,skilled manual work,memiliki rumah sendiri,0
Agus Rachman,39,belum menikah,48123,laki-laki,4,5,S2,unskilled manual work,memiliki rumah sendiri,2
Eko Santoso,44,belum menikah,78701,laki-laki,2,1,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Eko Wijaya,22,belum menikah,31959,laki-laki,3,4,S1,sales,memiliki rumah sendiri,2
Putri Saputra,42,sudah menikah,146467,laki-laki,0,0,S1,unskilled manual work,memiliki rumah sendiri,0
Budi Fauzan,49,sudah menikah,130518,laki-laki,2,0,SMA,skilled manual work,tidak memiliki rumah sendiri,1
Kartini Utomo,64,sudah menikah,35936,laki-laki,3,0,S3,management,memiliki rumah sendiri,3
Vina Anggraini,50,belum menikah,67894,laki-laki,3,4,S1,professional,tidak memiliki rumah sendiri,0
Maya Setiawan,68,belum menikah,35002,laki-laki,0,1,S2,skilled manual work,tidak memiliki rumah sendiri,0
Kartini Saputra,18,sudah menikah,86932,laki-laki,3,3,S2,professional,memiliki rumah sendiri,1
Dewi Haryanto,31,belum menikah,126694,laki-laki,2,0,S2,skilled manual work,tidak memiliki rumah sendiri,0
Agus Wibowo,60,sudah menikah,72889,laki-laki,1,1,S3,unskilled manual work,memiliki rumah sendiri,2
Zainab Susanto,19,belum menikah,144738,perempuan,5,0,S3,skilled manual work,memiliki rumah sendiri,0
Lina Susanto,54,sudah menikah,144134,laki-laki,5,4,Post-graduate,sales,tidak memiliki rumah sendiri,1
Maya Sari,44,sudah menikah,51620,laki-laki,0,1,S2,clerical work,tidak memiliki rumah sendiri,3
Wati Wahyuni,59,sudah menikah,92418,perempuan,4,0,S1,sales,tidak memiliki rumah sendiri,3
Fitri Haryanto,50,belum menikah,122563,perempuan,4,2,S2,skilled manual work,tidak memiliki rumah sendiri,1
Nina Wahyuni,58,sudah menikah,90002,laki-laki,3,0,S1,sales,memiliki rumah sendiri,3
Budi Sari,22,belum menikah,57415,laki-laki,0,0,S2,clerical work,memiliki rumah sendiri,1
Budi Saputra,49,sudah menikah,22862,laki-laki,1,1,S3,unskilled manual work,memiliki rumah sendiri,2
Kartini Mahendra,23,belum menikah,61401,laki-laki,5,0,Post-graduate,professional,memiliki rumah sendiri,3
Gita Wijaya,28,sudah menikah,129416,laki-laki,4,1,S2,skilled manual work,tidak memiliki rumah sendiri,0
Vina Sari,40,belum menikah,40386,laki-laki,2,3,S3,professional,tidak memiliki rumah sendiri,2
Gita Haryanto,23,sudah menikah,144807,laki-laki,1,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Usman Sari,50,sudah menikah,75512,laki-laki,4,1,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Dewi Haryanto,23,belum menikah,103060,perempuan,0,5,S2,skilled manual work,tidak memiliki rumah sendiri,0
Yusuf Anggraini,68,sudah menikah,93372,laki-laki,2,0,S3,professional,tidak memiliki rumah sendiri,2
Gita Wahyuni,56,belum menikah,83649,laki-laki,0,4,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Maya Fauzan,48,belum menikah,32966,perempuan,1,0,S3,sales,tidak memiliki rumah sendiri,2
Eko Hidayat,56,sudah menikah,37728,perempuan,5,1,S3,professional,memiliki rumah sendiri,2
Siti Pratama,50,belum menikah,40804,perempuan,5,1,Post-graduate,management,memiliki rumah sendiri,0
Wati Muliawan,55,belum menikah,29755,perempuan,4,0,S1,skilled manual work,memiliki rumah sendiri,2
Maya Hidayat,66,sudah menikah,95176,perempuan,0,0,S3,clerical work,tidak memiliki rumah sendiri,3
Nina Anggraini,21,sudah menikah,99773,perempuan,1,0,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Usman Rachman,42,sudah menikah,125123,perempuan,1,3,Post-graduate,clerical work,memiliki rumah sendiri,0
Fitri Muliawan,44,sudah menikah,90925,perempuan,3,1,SMA,management,tidak memiliki rumah sendiri,1
Putri Susanto,28,belum menikah,50199,perempuan,5,1,S2,professional,tidak memiliki rumah sendiri,3
Agus Putra,38,belum menikah,127509,perempuan,0,4,Post-graduate,professional,memiliki rumah sendiri,1
Yusuf Susanto,37,sudah menikah,128737,perempuan,1,4,S3,skilled manual work,memiliki rumah sendiri,2
Gita Susanto,37,sudah menikah,65551,laki-laki,2,1,SMA,management,tidak memiliki rumah sendiri,1
Joko Susanto,50,belum menikah,80672,perempuan,4,2,Post-graduate,management,memiliki rumah sendiri,2
Hadi Wibowo,19,belum menikah,107215,perempuan,3,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,3
Budi Purnomo,28,belum menikah,43807,laki-laki,0,3,S3,management,tidak memiliki rumah sendiri,1
Eko Saputra,49,belum menikah,35393,perempuan,1,1,S2,sales,tidak memiliki rumah sendiri,0
Wati Hakim,32,sudah menikah,110377,perempuan,0,0,S3,skilled manual work,memiliki rumah sendiri,2
Yusuf Utomo,66,sudah menikah,145246,perempuan,4,2,S1,unskilled manual work,tidak memiliki rumah sendiri,0
Usman Hidayat,24,sudah menikah,31984,perempuan,5,3,S3,unskilled manual work,memiliki rumah sendiri,3
Indra Saputra,37,belum menikah,119808,laki-laki,0,5,S1,clerical work,tidak memiliki rumah sendiri,1
Maya Santoso,21,sudah menikah,49865,perempuan,3,0,S2,unskilled manual work,memiliki rumah sendiri,1
Vina Saputra,30,sudah menikah,141837,perempuan,2,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Hadi Hakim,45,sudah menikah,113840,perempuan,3,2,S3,skilled manual work,tidak memiliki rumah sendiri,0
Budi Rachman,40,sudah menikah,117106,laki-laki,2,0,S3,clerical work,tidak memiliki rumah sendiri,1
Maya Rachman,36,belum menikah,66362,perempuan,4,4,S3,management,tidak memiliki rumah sendiri,3
Fitri Putra,67,belum menikah,140728,perempuan,2,1,S1,clerical work,memiliki rumah sendiri,1
Nina Purnomo,53,belum menikah,61414,laki-laki,1,0,SMA,management,memiliki rumah sendiri,1
Vina Haryanto,21,sudah menikah,67104,perempuan,2,0,S3,unskilled manual work,tidak memiliki rumah sendiri,1
Budi Wahyuni,64,belum menikah,54416,perempuan,1,0,S1,skilled manual work,memiliki rumah sendiri,2
Joko Muliawan,30,belum menikah,77082,laki-laki,0,0,S2,management,memiliki rumah sendiri,3
Rizki Saputra,59,belum menikah,25876,laki-laki,2,0,S2,management,tidak memiliki rumah sendiri,2
Usman Wijaya,65,sudah menikah,45408,perempuan,1,1,Post-graduate,management,tidak memiliki rumah sendiri,2
Taufik Saputra,48,belum menikah,68766,perempuan,1,1,S1,professional,memiliki rumah sendiri,3
Kartini Susanto,31,sudah menikah,132728,laki-laki,4,0,SMA,management,memiliki rumah sendiri,0
Eko Wijaya,34,belum menikah,96090,laki-laki,1,1,SMA,skilled manual work,memiliki rumah sendiri,2
Yusuf Muliawan,66,sudah menikah,28701,laki-laki,1,0,Post-graduate,management,memiliki rumah sendiri,0
Eko Muliawan,56,belum menikah,107830,perempuan,3,0,S3,unskilled manual work,memiliki rumah sendiri,1
Maya Fauzan,20,sudah menikah,144584,laki-laki,4,2,SMA,clerical work,tidak memiliki rumah sendiri,1
Yusuf Sari,36,belum menikah,85372,laki-laki,2,0,SMA,management,memiliki rumah sendiri,2
Lina Utomo,63,sudah menikah,143266,perempuan,0,0,S3,professional,memiliki rumah sendiri,1
Nina Pratama,65,belum menikah,107540,perempuan,0,1,S1,unskilled manual work,memiliki rumah sendiri,0
Hadi Hidayat,49,sudah menikah,73897,perempuan,0,0,S3,management,memiliki rumah sendiri,1
Wati Purnomo,35,sudah menikah,129769,perempuan,5,2,SMA,unskilled manual work,memiliki rumah sendiri,3
Budi Wibowo,43,sudah menikah,123967,laki-laki,1,0,S1,professional,memiliki rumah sendiri,3
Nina Susanto,23,belum menikah,146789,laki-laki,1,1,S3,sales,tidak memiliki rumah sendiri,1
Budi Fauzan,43,belum menikah,83994,perempuan,2,3,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Usman Santoso,69,belum menikah,34044,perempuan,3,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Vina Sari,69,sudah menikah,130477,perempuan,2,1,S2,skilled manual work,tidak memiliki rumah sendiri,3
Putri Wijaya,47,sudah menikah,116130,laki-laki,3,0,SMA,professional,tidak memiliki rumah sendiri,0
Yusuf Muliawan,26,sudah menikah,34824,perempuan,4,0,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Indra Putra,37,sudah menikah,90473,perempuan,4,0,S2,management,memiliki rumah sendiri,1
Taufik Wijaya,22,belum menikah,72935,laki-laki,5,3,S2,sales,tidak memiliki rumah sendiri,2
Siti Haryanto,59,belum menikah,130582,perempuan,5,2,S3,management,memiliki rumah sendiri,2
Joko Wahyuni,28,belum menikah,91079,perempuan,2,1,S2,clerical work,memiliki rumah sendiri,1
Hadi Sari,66,belum menikah,39574,perempuan,5,3,S2,unskilled manual work,memiliki rumah sendiri,3
Wati Fauzan,63,belum menikah,101828,laki-laki,5,0,Post-graduate,professional,tidak memiliki rumah sendiri,0
Taufik Pratama,67,sudah menikah,69398,perempuan,0,0,S3,clerical work,tidak memiliki rumah sendiri,2
Gita Muliawan,43,sudah menikah,145931,perempuan,5,0,S2,professional,memiliki rumah sendiri,2
Putri Santoso,56,sudah menikah,55350,perempuan,3,0,S2,professional,tidak memiliki rumah sendiri,1
Budi Anggraini,66,sudah menikah,50049,laki-laki,5,3,Post-graduate,professional,tidak memiliki rumah sendiri,1
Joko Hidayat,63,belum menikah,75874,laki-laki,2,2,SMA,sales,tidak memiliki rumah sendiri,0
Wati Hidayat,28,belum menikah,126792,perempuan,0,1,S3,clerical work,tidak memiliki rumah sendiri,3
Dewi Setiawan,63,sudah menikah,139585,laki-laki,2,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,1
Agus Hidayat,69,belum menikah,38546,perempuan,3,1,Post-graduate,clerical work,memiliki rumah sendiri,1
Usman Santoso,66,belum menikah,118320,laki-laki,0,4,Post-graduate,management,memiliki rumah sendiri,2
Lina Purnomo,56,sudah menikah,79380,perempuan,0,3,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Dewi Muliawan,33,sudah menikah,37491,perempuan,5,3,S3,management,tidak memiliki rumah sendiri,0
Usman Pratama,61,sudah menikah,42366,laki-laki,2,1,S2,unskilled manual work,memiliki rumah sendiri,2
Zainab Wijaya,55,belum menikah,128877,laki-laki,3,2,S1,sales,memiliki rumah sendiri,2
Joko Rachman,65,sudah menikah,115483,perempuan,4,0,Post-graduate,management,tidak memiliki rumah sendiri,2
Nina Muliawan,60,sudah menikah,116978,perempuan,3,2,SMA,clerical work,tidak memiliki rumah sendiri,0
Budi Purnomo,43,belum menikah,101187,perempuan,2,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,2
Eko Rachman,39,sudah menikah,35863,laki-laki,4,0,SMA,management,memiliki rumah sendiri,2
Zainab Wahyuni,29,sudah menikah,147559,perempuan,5,0,Post-graduate,skilled manual work,memiliki rumah sendiri,0
Cahyadi Mahendra,19,sudah menikah,22554,laki-laki,3,0,S1,sales,memiliki rumah sendiri,2
Vina Hakim,49,belum menikah,25649,perempuan,2,1,S3,professional,memiliki rumah sendiri,1
Maya Susanto,35,sudah menikah,27407,perempuan,1,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Vina Utomo,68,sudah menikah,43942,perempuan,3,0,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Indra Wijaya,33,sudah menikah,149940,laki-laki,0,1,S1,unskilled manual work,tidak memiliki rumah sendiri,2
Gita Mahendra,32,sudah menikah,35893,perempuan,4,0,SMA,skilled manual work,tidak memiliki rumah sendiri,0
Cahyadi Anggraini,59,belum menikah,131355,laki-laki,4,3,S1,sales,tidak memiliki rumah sendiri,2
Gita Rachman,19,belum menikah,118543,perempuan,4,1,S1,sales,memiliki rumah sendiri,2
Indra Mahendra,18,belum menikah,122970,perempuan,0,1,SMA,professional,tidak memiliki rumah sendiri,3
Putri Wahyuni,61,sudah menikah,26239,perempuan,5,2,S3,professional,memiliki rumah sendiri,1
Yusuf Setiawan,38,belum menikah,126030,perempuan,0,0,S3,professional,tidak memiliki rumah sendiri,2
Nina Setiawan,24,belum menikah,66278,laki-laki,4,1,S3,unskilled manual work,memiliki rumah sendiri,2
Maya Wahyuni,30,sudah menikah,116624,perempuan,3,0,S1,management,tidak memiliki rumah sendiri,1
Hadi Wahyuni,53,sudah menikah,81875,perempuan,4,0,S2,management,memiliki rumah sendiri,1
Usman Rachman,41,belum menikah,26106,laki-laki,4,0,SMA,skilled manual work,memiliki rumah sendiri,3
